title|title(eng)|year|img|score(bl)|score(user)|type|theme|mechanism|bggcode|minplayer|maxplayer|time|mintime|maxtime|age|difficulty
로툰도|Rotundo|2005|https://boardlife.co.kr/wys2/swf_upload/2022/04/29/1651227754311593.jpg|6.664|6.00|가족|카드 게임|경매/입찰,핸드 관리,세트 컬렉션|20138|2|5|20|20|20|9|1.4375
위키드 위치스 웨이|Wicked Witches Way|2006|https://boardlife.co.kr/wys2/swf_upload/2022/04/12/1649734569963046.jpg|6.664|6.00|가족|주사위,판타지,유머,기억력,실시간|주사위 굴리기,기억,오픈 드래프팅,패턴 인식,동시 동작 선택|28025|2|6|30|30|30|8|1.4568
펜타우러스: 대결|Pentaurus: Duel|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/03/03/1488510785-555258.gif|6.664|6.00|전략|카드 게임,탐험,전투,SF|핸드 관리,치고받기|220848|1|2|45|30|45|8|2
쿤 vs 라키아|KUNE v LAKIA: A Chronicle Of A Royal Lapine Divorce Foretold|2015|https://boardlife.co.kr/data/boardgame_strategy/2017/03/03/1488504254-3072.gif|6.664|6.00|전쟁|동물,카드 게임,판타지,중세|캠페인/배틀 카드 주도,핸드 관리,오픈 드래프팅|155495|2|2|30|15|30|12|2.2857
님스 라이히!|Nimm's Leich!|1997|https://boardlife.co.kr/data/boardgame_strategy/2015/05/02/1430531269-517904.png|6.664|6.00|전쟁|블러핑,카드 게임||3338|3|6|20|20|20|10|1
마스 오픈: 테이블탑 골프|Mars Open: Tabletop Golf|2018|https://boardlife.co.kr/data/boardgame_strategy/2018/08/07/1533622594-161498.jpg|6.664|6.00|가족|액션 / 손재주,파티 게임,스포츠|영역 이동|230361|1|8|60|30|60|8|1
먼치킨 퀘스트|Munchkin Quest|2008|https://boardlife.co.kr/data/boardgame_strategy/2014/02/09/1391947219-727588.jpg|6.664|6.00|테마|모험,탐험,판타지,전투,유머|주사위 굴리기,모듈형 게임판,역할 놀이|29678|2|4|180|180|180|12|2.5142
존실버|John Silver|2006|https://boardlife.co.kr/wys2/swf_upload/2022/05/16/1652697655296505.jpg|6.664|6.00|가족|카드 게임,소설 기반 게임,해적|트릭 테이킹|21463|2|4|30|30|30|10|1.7059
이그니스|Ignis|2013|https://boardlife.co.kr/data/boardgame_strategy/2015/03/06/1425644602-951658.png|6.664|6.00|추상|추상 전략|패턴 구축|136240|2|2|20|20|20|8|1.5556
카드라인: 공룡편|Cardline: Dinosaurs|2014|https://boardlife.co.kr/wys2/swf_upload/2022/08/26/1661446929085023.jpg|6.664|6.00|가족|동물,카드 게임,교육||163277|2|8|15|15|15|7|1.1667
23|23|2011|https://boardlife.co.kr/wys2/swf_upload/2022/09/07/1662489930717729.jpg|6.664|6.00|가족|카드 게임|핸드 관리|103651|2|4|25|25|25|8|1.2326
딥딥|dibdib|2013|https://boardlife.co.kr/data/boardgame_strategy/2015/02/06/1423153886-871822.png|6.664|6.00|파티|블러핑,파티 게임|행운을 빕니다|139946|3|6|20|20|20|6|1
바도란 가든|Vadoran Gardens|2018|https://boardlife.co.kr/data/boardgame_strategy/2018/03/29/1522311180-629259.gif|6.664|6.00|전략|카드 게임,도시 건설,영토 건설|핸드 관리,겹쳐 놓기,합쳐서 펼치기,타일 ​​배치|242149|2|4|40|20|40|8|2.2222
신데렐라 마법|Cinderella Magic|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/03/11/1583929404-814492.jpg|6.664|6.00|전쟁|블러핑,카드 게임|핸드 관리|250530|3|7|20|20|20|8|0
블러프 인 주|Bluff in Zoo|2013|https://boardlife.co.kr/wys2/swf_upload/2022/04/21/1650472609499916.jpg|6.664|6.00|파티|동물,블러핑,카드 게임||143509|2|6|20|20|20|8|1.1
탄토 쿠오레: 옥토버페스트|Tanto Cuore: Oktoberfest|2016|https://boardlife.co.kr/wys2/swf_upload/2022/01/30/1643478976288779.jpg|6.664|6.00|전략|카드 게임|핸드 관리,오픈 드래프팅,세트 컬렉션|158130|2|4|45|45|45|13|2.25
동화책과 게임: 빨간 망토|Tales & Games: Little Red Riding Hood|2015|https://boardlife.co.kr/wys2/swf_upload/2022/07/07/1657124330159679.png|6.664|6.00|어린이|블러핑,어린이 게임|협동 게임,행운을 빕니다,가변적 플레이어 능력|173074|1|5|20|20|20|7|1.2143
동물 연쇄|Animal Chain|2017|https://boardlife.co.kr/wys2/swf_upload/2022/08/05/1659645959723880.jpg|6.664|7.00|전쟁|동물,카드 게임|핸드 관리|227327|2|2|15|5|15|8|0
월드 오브 워크래프트 미니어처 게임|World of Warcraft Miniatures Game|2008|https://boardlife.co.kr/data/boardgame_strategy/2016/01/10/1452413797-824891.png|6.664|6.00|커스터마이징|모험,수집형 게임,판타지,전투,미니어처,비디오 게임 테마|액션 포인트,영역 이동,주사위 굴리기,육각형 구획,타임 트랙|34496|2|2|45|45|45|0|2.3176
구명보트|Lifeboats|1993|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371387458-66839.jpg|6.664|8.00|전략|해상,협상,파티 게임|플레이어 탈락,동시 동작 선택,투표|249|3|6|90|90|90|12|1.7842
여름방학 대작전|夏休み大作戦 (Summer Vacation Strategy)|2016|https://boardlife.co.kr/data/boardgame_strategy/2017/03/16/1489645373-784074.gif|6.664|6.00|전쟁|카드 게임|경매/입찰,세트 컬렉션|198698|3|4|60|60|60|10|0
브래이브랫|BraveRats|2011|https://boardlife.co.kr/data/boardgame_strategy/2014/09/17/1410939404-123230.png|6.664|6.00|가족|카드 게임,판타지|동시 동작 선택|112373|2|2|15|15|15|8|1.156
던저닝|Dungeoning|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/03/16/1489644680-237890.gif|6.664|6.00|전쟁|카드 게임,탐험,비디오 게임 테마|구획 이동,핸드 관리,역할 놀이,팀 기반 게임|228398|3|5|20|10|20|10|0
지오메트릭 아트|Geometric Art|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/02/19/1582059749-864141.jpg|6.664|6.00|전쟁|주사위,유머,파티 게임|베팅 및 블러핑,주사위 굴리기,선 그리기|286215|3|5|30|10|30|7|1.75
건축가|Architekton|2005|https://boardlife.co.kr/wys2/swf_upload/2022/04/20/1650386002422540.jpg|6.664|6.00|전략|추상 전략,고대,도시 건설|세트 컬렉션,타일 ​​배치|16499|2|2|45|30|45|8|1.6218
스튜던트 바디즈|Student Bodies|2014|https://boardlife.co.kr/data/boardgame_strategy/2015/02/07/1423320608-497788.png|6.664|6.00|전략|공포,좀비|액션 포인트,주사위 굴리기,구획 이동,핸드 관리,모듈형 게임판,치고받기,가변적 플레이어 능력|132799|2|5|90|90|90|14|2.6154
하이랜더: 대결|Highlander: The Duel|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/09/22/1506012589-185183.gif|6.664|6.00|전쟁|중세,영화 / TV / 라디오 테마|오픈 드래프팅,패턴 인식,행운을 빕니다|234062|2|2|25|15|25|13|1
퀵픽: 돌연변이 공룡 공원|Quickpick: Mutant Dinosaur Park|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/07/04/1499100802-3615.gif|6.664|6.00|전쟁||﻿연기|224540|3|8|20|20|20|5|0
프로그라이더스|Frogriders|2017|https://boardlife.co.kr/wys2/swf_upload/2022/04/29/1651165803045258.jpg|6.664|6.30|추상|추상 전략,동물,판타지|구획 이동,세트 컬렉션,포획|217362|2|4|30|20|30|8|1.3333
애니멀 킹덤스|Animal Kingdoms|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2019/01/04/1546606497-344213.jpg|6.664|6.50|가족|추상 전략,동물|지역 과반수/영향력,핸드 관리,1인용 게임|256513|1|5|45|45|45|8|1.9286
학원 메테오|Martial Art Love Affair High School|2015|https://boardlife.co.kr/data/boardgame_strategy/2016/12/15/1481807767-193763.gif|6.664|6.00|전쟁|카드 게임,만화 / 연재물,유머|주사위 굴리기,세트 컬렉션,가변적 플레이어 능력|123532|2|5|45|45|45|10|0
포켓 디텍티브: 사건 번호 02|Pocket Detective №2|2020|https://boardlife.co.kr/data/boardgame_strategy/2021/01/12/1610422729-879667.jpg|6.664|6.16|테마|추리|협동 게임,스토리텔링|314395|1|6|60|45|60|10|1.75
아줄: 조커 타일|Azul: Joker Tiles|2017|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/11/08/1541679152-347993.jpg|6.664|6.00|추상|확장 게임,추상 전략,퍼즐|패턴 구축,세트 컬렉션,타일 ​​배치|235739|2|4|45|30|45|8|1.7
피쉬쿡|Fish Cook|2012|https://boardlife.co.kr/data/boardgame_strategy/2015/06/17/1434519404-701806.png|6.664|6.00|테마|카드 게임,주사위,경제,출력 가능 게임|주사위 굴리기,핸드 관리,오픈 드래프팅,세트 컬렉션,거래|135877|2|6|45|45|45|12|1.8571
발렌타인 데이|Rose Ceremony|2020|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/10/05/1601833881-57795.jpg|6.664|6.66|전쟁|카드 게임|세트 컬렉션|300090|3|6|15|15|15|8|1
셋은 너무 많아!|3 sind eine zu viel!|2015|https://boardlife.co.kr/data/boardgame_strategy/2016/02/04/1454575624-530034.png|6.664|6.00|가족|카드 게임|핸드 관리,세트 컬렉션|181867|2|4|25|25|25|10|1.4118
까마귀와 항아리|The Crow and the Pitcher|2010|https://boardlife.co.kr/data/boardgame_strategy/2013/10/21/1382332390-859904.png|6.664|6.00|전쟁|카드 게임|트릭 테이킹|66416|3|4|20|20|20|12|2
아즈텍|Aztack|2014|https://boardlife.co.kr/wys2/swf_upload/2022/04/05/1649088881942951.jpg|6.664|6.00|추상|액션 / 손재주,퍼즐|패턴 인식|152761|2|4|15|15|15|7|1.4
캘리포니아 골드|California Gold|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/04/22/1429676312-124777.png|6.664|6.00|전략|경제,농사,산업 / 제조|액션 포인트,지역 과반수/영향력,상품 투기,세트 컬렉션,시뮬레이션|139236|3|5|120|120|120|9|2.5556
코스믹 아이덱스|Cosmic Eidex|1998|https://boardlife.co.kr/data/boardgame_strategy/2013/10/25/1382664164-553539.jpg|6.664|6.00|전략|카드 게임|트릭 테이킹,가변적 플레이어 능력|1002|3|3|60|60|60|10|2.6786
모노폴리: 퓨처라마 컬렉터즈 에디션|Monopoly: Futurama Collector's Edition|2011|https://boardlife.co.kr/data/boardgame_strategy/2016/01/03/1451791451-900579.png|6.664|6.00|전쟁|경제,영화 / TV / 라디오 테마,협상|경매/입찰,플레이어 탈락,롤 / 스핀 및 이동,세트 컬렉션,거래|114284|2|6|120|120|120|8|2.5
정령 회로 드라이브 EXE|精霊回路ドライヴEXE (Spirit Circuit Drive EXE)|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/12/19/1545145422-626166.jpg|6.664|6.00|전쟁|카드 게임,판타지,전투,신화|협동 게임,핸드 관리,가변적 플레이어 능력|262213|2|4|60|60|60|12|0
15|15|2011|https://boardlife.co.kr/data/boardgame_strategy/2016/01/18/1453049669-689387.png|6.664|6.00|가족|카드 게임,주사위|주사위 굴리기|89972|2|6|20|20|20|7|1.25
스피릿 오브 더 라이스 패디|Spirits of the Rice Paddy|2015|https://boardlife.co.kr/data/boardgame_strategy/2015/09/24/1443062283-601747.png|6.664|6.00|전략|농사,신화|감싸기,오픈 드래프팅,동시 동작 선택,타일 ​​배치,근로자 배치|149119|2|4|90|90|90|13|3.0833
리프트 잇!|Lift it!|2012|https://boardlife.co.kr/data/boardgame_strategy/2014/10/01/1412173207-195020.png|6.664|6.00|파티|액션 / 손재주,실시간|패턴 구축,쌓기와 균형 잡기,팀 기반 게임|132497|1|8|30|30|30|8|1.2812
에이지 오브 코난 : 전략 보드게임|Age of Conan: The Strategy Board Game|2009|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371389479-444314.jpg|6.664|6.00|테마|판타지,전투,소설 기반 게임,전쟁 게임|주사위 굴리기,가변적 단계 순서,가변적 플레이어 능력|27848|2|4|90|90|90|12|3.2647
캣 레이디: 프리미엄 에디션|Cat Lady: Premium Edition|2019|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/09/22/1600743458-428159.png|6.664|6.95|가족|동물,카드 게임|오픈 드래프팅,세트 컬렉션|281073|2|4|30|15|30|8|1.5
테센|Tessen|2013|https://boardlife.co.kr/data/boardgame_strategy/2014/07/16/1405507953-126515.png|6.664|6.00|가족|동물,카드 게임,실시간|핸드 관리,세트 컬렉션|137744|2|2|15|15|15|12|1.1875
레드 네이션 블루 네이션|RED|2017|https://boardlife.co.kr/data/boardgame_strategy/2018/01/17/1516184400-257920.gif|6.664|6.00|추상|추상 전략|패턴 구축,타일 ​​배치|112118|3|3|20|20|20|7|2.3333
동물 카드|どうぶつトレカ (Animal Trading Card)|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/23/1540277680-741847.jpg|6.664|6.00|전쟁|카드 게임|핸드 관리|254151|2|2|30|20|30|10|0
코스타 루아나|Costa Ruana|2014|https://boardlife.co.kr/wys2/swf_upload/2022/03/05/1646408914514747.png|6.664|6.00|추상|블러핑,카드 게임|지역 과반수/영향력|166888|2|6|60|20|60|8|2
로빈|Robin|2014|https://boardlife.co.kr/data/boardgame_strategy/2014/10/21/1413858720-19472.png|6.664|6.00|가족|카드 게임,중세,영화 / TV / 라디오 테마|세트 컬렉션,거래|160434|2|6|20|20|20|8|1.2609
센시|Senshi|2018|https://boardlife.co.kr/data/boardgame_strategy/2018/08/07/1533622366-902369.jpg|6.664|6.00|추상|추상 전략|세트 컬렉션|247143|2|4|20|15|20|14|1.9
워크 스타|Wok Star|2010|https://boardlife.co.kr/data/boardgame_strategy/2013/06/27/1372275962-636665.jpg|6.664|6.00|가족|실시간|액션 타이머,협동 게임,주사위 굴리기,동시 동작 선택,가변적 플레이어 능력|71655|1|4|60|60|60|10|2.0492
코다마 듀오|Kodama Duo|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/10/23/1540280222-416734.jpg|6.664|6.00|가족|추상 전략,카드 게임|세트 컬렉션,타일 ​​배치|252402|2|0|30|30|30|14|1.875
젬 듀얼|Gem Duel|2016|https://boardlife.co.kr/wys2/swf_upload/2022/05/31/1654000579014347.png|6.664|6.00|전쟁|판타지,전투|동시 동작 선택|218012|2|2|10|5|10|10|0
스위츠!|Sweets!|2016|https://boardlife.co.kr/data/boardgame_strategy/2017/01/23/1485146835-624753.gif|6.664|6.00|전쟁|카드 게임|세트 컬렉션|211943|1|4|15|15|15|7|1
런던 마켓|London Markets|2015|https://boardlife.co.kr/wys2/swf_upload/2022/01/30/1643470820345398.jpg|6.664|6.00|전쟁|경제|경매/입찰,타일 ​​배치|179386|3|4|60|45|60|10|2.3333
프로젝트 드림스케이프|Project Dreamscape|2015|https://boardlife.co.kr/data/boardgame_strategy/2016/01/31/1454238878-583102.png|6.664|6.00|가족|카드 게임,SF|세트 컬렉션|168232|1|4|30|30|30|10|1.6364
솔라리스|Solaris|2017|https://boardlife.co.kr/data/boardgame_strategy/2017/07/01/1498845499-120018.gif|6.664|6.00|전략|SF||219359|3|5|60|60|60|12|3.1667
샤비린스|Chabyrinthe|2007|https://boardlife.co.kr/data/boardgame_strategy/2013/06/13/1371132792-648925.jpg|6.664|6.00|가족|동물,카드 게임,미로,퍼즐|연결,모듈형 게임판|33088|2|4|15|15|15|6|1.2692
올드 타운|Old Town|2000|https://boardlife.co.kr/data/boardgame_strategy/2014/07/30/1406715895-969211.png|6.664|6.00|전략|미국 서부,추리|핸드 관리,타일 ​​배치|5222|1|4|45|45|45|10|2.2619
바콩|Bakong|2009|https://boardlife.co.kr/wys2/swf_upload/2022/08/15/1660505277558851.jpg|6.664|6.00|가족|모험,탐험,레이싱|기억,롤 / 스핀 및 이동|40629|2|6|20|20|20|8|1.2941
마하라자|Maharaja|2021|https://boardlife.co.kr/data/boardgame_strategy/2021/03/09/1615279606-984974.jpg|6.664|6.83|전략|도시 건설,종교|지역 과반수/영향력,지점 이동,동시 동작 선택,가변적 플레이어 능력,승점을 자원으로 사용|298378|1|4|90|90|90|14|2.6923
파워 앤 위크니스|Power & Weakness|2007|https://boardlife.co.kr/wys2/swf_upload/2022/06/30/1656519124017352.jpg|6.664|6.00|전략|판타지,중세|지역 과반수/영향력|30878|2|2|45|45|45|12|3.0278
언오써라이즈드|Unauthorized|2017|https://boardlife.co.kr/wys2/swf_upload/2022/06/11/1654950660999986.jpg|6.664|6.00|전쟁|추리,파티 게임|핸드 관리,가변적 플레이어 능력|217863|6|12|40|20|40|12|2
엘 카피탄|El Capitán|2007|https://boardlife.co.kr/data/boardgame_strategy/2013/06/16/1371323546-368063.jpg|6.664|6.48|전략|경제,르네상스,여행|지역 과반수/영향력,지점 이동|29972|2|5|75|75|75|10|2.9137
피스 오 케이크: 좀 더 휘핑을!|Piece o' Cake|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2020/11/20/1605862522-576796.jpg|6.664|5.50|가족||지역 과반수/영향력,세트 컬렉션|37371|2|5|20|20|20|8|1.3515
더 타겟|The Target|2010|https://boardlife.co.kr/wys2/swf_upload/2022/07/29/1659031692631524.jpg|6.664|6.00|전략|블러핑,카드 게임,파티 게임,실시간,스파이 / 비밀 요원|동시 동작 선택|80836|4|12|60|60|60|10|1.7143
아시아에서 10일|10 Days in Asia|2007|https://boardlife.co.kr/wys2/swf_upload/2022/07/25/1658690940494495.jpg|6.664|7.50|가족|교육,여행|연결,핸드 관리|22398|2|4|25|25|25|10|1.4286
체인지 호스|Change Horses|2008|https://boardlife.co.kr/data/boardgame_strategy/2013/11/11/1384159738-419537.jpg|6.664|6.00|가족|동물,블러핑,레이싱|경매/입찰,핸드 관리|30379|2|5|30|30|30|8|1.6341
할리갈리 링크|Ring-A-Ding-Ding|2013|https://boardlife.co.kr/data/boardgame_strategy/2016/02/07/1454794964-319942.png|6.664|5.83|전쟁|액션 / 손재주,어린이 게임|패턴 구축|91394|2|6|10|10|10|4|1
큐비츠 익스트림|Q•bitz Extreme|2012|https://boardlife.co.kr/data/boardgame_strategy/2016/04/20/1461134408-531634.png|6.664|6.00|추상|추상 전략,액션 / 손재주,주사위,기억력,퍼즐|주사위 굴리기,기억,패턴 구축,패턴 인식|139026|2|4|30|15|30|8|1.6667
바비 시터|Bobby Sitter|2008|https://boardlife.co.kr/data/boardgame_strategy/2015/08/15/1439602356-802878.png|6.664|6.00|어린이|액션 / 손재주,동물,어린이 게임,파티 게임|패턴 인식|38981|2|6|10|10|10|5|1
쓰리 치어스 포 마스터|Three Cheers for Master|2015|https://boardlife.co.kr/wys2/swf_upload/2022/04/13/1649855529039283.jpg|6.664|6.00|전략|카드 게임,유머|핸드 관리,치고받기|175961|2|6|40|20|40|13|1.7727
창의력의 충돌|Creative Clash|2014|https://boardlife.co.kr/wys2/swf_upload/2022/09/03/166214187024192.jpg|6.664|6.00|전략|카드 게임,유머|핸드 관리,치고받기,가변적 플레이어 능력|151416|2|4|30|30|30|12|1.6667
야찌 핸즈 다운 카드 게임|Yahtzee Hands Down Card Game|2009|https://boardlife.co.kr/data/boardgame_strategy/2015/03/16/1426472722-937107.png|6.664|6.00|가족|카드 게임,주사위|핸드 관리,오픈 드래프팅|64875|2|6|15|15|15|8|1.1176
겐지|Genji|2008|https://boardlife.co.kr/data/boardgame_strategy/2013/11/16/1384582071-789724.jpg|6.664|6.00|전략|카드 게임,소설 기반 게임|핸드 관리,모듈형 게임판,세트 컬렉션|33196|2|6|45|45|45|10|2
블로섬즈|Blossoms|2018|https://boardlife.co.kr/data/boardgame_strategy_reg/2018/11/14/1542130368-836610.jpg|6.664|6.00|가족|카드 게임,농사|행운을 빕니다,세트 컬렉션|245710|2|2|20|20|20|8|1.2273
아쿠아리우스|Aquarius|1998|https://boardlife.co.kr/wys2/swf_upload/2022/09/06/1662395313681774.jpg|6.664|6.00|가족|추상 전략,카드 게임|패턴 구축,타일 ​​배치|814|2|5|30|10|30|6|1.1373
마일 본스|Mille Bornes|1954|https://boardlife.co.kr/wys2/swf_upload/2022/09/01/1661968642697309.jpg|6.664|6.00|가족|카드 게임,레이싱|핸드 관리,치고받기,팀 기반 게임|590|2|6|45|45|45|8|1.2478
클러즐|Cluzzle|2004|https://boardlife.co.kr/data/boardgame_strategy/2015/06/24/1435119706-525543.png|6.664|6.00|파티|추리,파티 게임,퍼즐|표적 단서|9606|3|6|45|45|45|8|1.1549
